 ID	PARAM	Date	Value	SYM
07SA002	1	10/1/1947	70.5	E
07SA002	1	10/2/1947	70.5	E
07SA002	1	10/3/1947	70.5	E
07SA002	1	10/4/1947	70.5	E
07SA002	1	10/5/1947	70.5	E
07SA002	1	10/6/1947	70.5	E
07SA002	1	10/7/1947	70.5	E
07SA002	1	10/8/1947	70.5	E
07SA002	1	10/9/1947	70.5	E
07SA002	1	10/10/1947	70.5	E
07SA002	1	10/11/1947	65.7	E
07SA002	1	10/12/1947	65.7	E
07SA002	1	10/13/1947	65.7	E
07SA002	1	10/14/1947	65.7	E
07SA002	1	10/15/1947	65.7	E
07SA002	1	10/16/1947	65.7	E
07SA002	1	10/17/1947	65.7	E
07SA002	1	10/18/1947	65.7	E
07SA002	1	10/19/1947	65.7	E
07SA002	1	10/20/1947	65.7	E
07SA002	1	10/21/1947	61.2	E
07SA002	1	10/22/1947	61.2	E
07SA002	1	10/23/1947	61.2	E
07SA002	1	10/24/1947	61.2	E
07SA002	1	10/25/1947	61.2	E
07SA002	1	10/26/1947	61.2	E
07SA002	1	10/27/1947	61.2	E
07SA002	1	10/28/1947	61.2	E
07SA002	1	10/29/1947	61.2	E
07SA002	1	10/30/1947	61.2	E
07SA002	1	10/31/1947	56.6	E
07SA002	1	11/1/1947	56.6	E
07SA002	1	11/2/1947	56.6	E
07SA002	1	11/3/1947	56.6	E
07SA002	1	11/4/1947	56.6	E
07SA002	1	11/5/1947	56.6	E
07SA002	1	11/6/1947	56.6	E
07SA002	1	11/7/1947	56.6	E
07SA002	1	11/8/1947	56.6	E
07SA002	1	11/9/1947	56.6	E
07SA002	1	11/10/1947	52.7	E
07SA002	1	11/11/1947	52.7	E
07SA002	1	11/12/1947	52.7	E
07SA002	1	11/13/1947	52.7	E
07SA002	1	11/14/1947	52.7	E
07SA002	1	11/15/1947	52.7	E
07SA002	1	11/16/1947	52.7	E
07SA002	1	11/17/1947	52.7	E
07SA002	1	11/18/1947	52.7	E
07SA002	1	11/19/1947	52.7	E
