"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-01","2002","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-01-02","2002","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-01-03","2002","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-01-04","2002","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-01-05","2002","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-01-06","2002","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-01-07","2002","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-01-08","2002","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-01-09","2002","01","09","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-10","2002","01","10","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-11","2002","01","11","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-12","2002","01","12","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-13","2002","01","13","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-14","2002","01","14","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-15","2002","01","15","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-16","2002","01","16","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-17","2002","01","17","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-18","2002","01","18","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-19","2002","01","19","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-20","2002","01","20","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-21","2002","01","21","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-22","2002","01","22","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-23","2002","01","23","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-24","2002","01","24","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-25","2002","01","25","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-26","2002","01","26","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-27","2002","01","27","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-28","2002","01","28","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-29","2002","01","29","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-30","2002","01","30","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-01-31","2002","01","31","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","M","","M"
"-115.02","64.39","INDIN RIVER","2202552","2002-02-01","2002","02","01","","-19.6","","-20.6","","-20.1","","38.1","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-02-02","2002","02","02","","-19.5","","-21.7","","-20.6","","38.6","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-02-03","2002","02","03","","-21.6","","-38.0","","-29.8","","47.8","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2002-02-04","2002","02","04","","-33.7","","-45.5","","-39.6","","57.6","","0.0","","","","","","","","","","","","",""
