,Nodes,Batch_Size,Train_Loss,Val_Loss
0,1,1,"[28.762741088867188, 26.342134475708008, 25.28426170349121, 24.722379684448242, 24.354129791259766, 24.1141357421875, 23.958616256713867, 23.844322204589844, 23.757312774658203, 23.6927547454834, 23.643749237060547, 23.610475540161133, 23.58578872680664, 23.565454483032227, 23.549673080444336, 23.538557052612305, 23.53045082092285, 23.52434730529785, 23.518896102905273, 23.514738082885742, 23.51116180419922, 23.508567810058594, 23.50584602355957, 23.503305435180664, 23.501598358154297, 23.5003662109375, 23.49880599975586, 23.497783660888672, 23.496545791625977, 23.495685577392578, 23.49481964111328, 23.493675231933594, 23.4792537689209, 23.446964263916016, 23.406293869018555, 23.385454177856445, 23.337825775146484, 23.289182662963867, 23.238670349121094, 23.160295486450195, 23.000375747680664, 22.627946853637695, 21.51123046875, 20.96738052368164, 20.65566635131836, 20.638927459716797, 20.474346160888672, 20.535507202148438, 20.290206909179688, 20.257543563842773, 20.26637077331543, 19.953176498413086, 20.141101837158203, 20.358760833740234, 20.571640014648438, 20.397533416748047, 20.809757232666016, 20.494266510009766, 19.877838134765625, 19.971477508544922, 19.917970657348633, 20.338573455810547, 20.559083938598633, 21.002405166625977, 20.7036190032959, 20.184640884399414, 20.357189178466797, 21.131742477416992, 20.971651077270508, 20.122875213623047, 20.048662185668945, 19.79925537109375, 20.25974464416504, 19.929794311523438, 19.793170928955078, 19.913898468017578, 19.88428497314453, 19.845041275024414, 19.787879943847656, 19.77722930908203, 19.96868324279785, 19.802078247070312, 20.095563888549805, 20.322376251220703, 19.7679500579834, 19.731679916381836, 19.781917572021484, 20.097978591918945, 20.16780662536621, 20.301393508911133, 19.899513244628906, 19.749818801879883, 19.744104385375977, 19.776308059692383, 20.438945770263672, 19.729406356811523, 19.71631622314453, 19.719911575317383, 20.10675811767578, 20.022918701171875]","[49.71630096435547, 47.491119384765625, 46.04704666137695, 44.92706298828125, 44.015159606933594, 43.325923919677734, 42.743019104003906, 42.22747039794922, 41.8004150390625, 41.42344284057617, 41.106101989746094, 40.83372116088867, 40.60710525512695, 40.384498596191406, 40.206546783447266, 40.05543899536133, 39.93171310424805, 39.80766677856445, 39.69721603393555, 39.60272979736328, 39.52035903930664, 39.44050216674805, 39.3582763671875, 39.28676223754883, 39.22886657714844, 39.16999435424805, 39.113773345947266, 39.06139373779297, 39.01064682006836, 38.9630126953125, 38.93587112426758, 38.979270935058594, 39.486663818359375, 39.38459014892578, 39.207359313964844, 39.39919662475586, 39.06166076660156, 39.88329315185547, 39.084388732910156, 40.454368591308594, 40.06853103637695, 39.065799713134766, 37.07546615600586, 36.13603210449219, 36.9747314453125, 35.405948638916016, 36.169410705566406, 35.19389343261719, 33.75406265258789, 33.45561599731445, 33.235435485839844, 33.67307662963867, 32.80363082885742, 32.672916412353516, 32.60021209716797, 32.51092529296875, 32.48727798461914, 33.06227493286133, 32.2014045715332, 32.73794174194336, 32.59629440307617, 31.86351203918457, 31.85540771484375, 31.928773880004883, 31.933250427246094, 34.158695220947266, 33.11540985107422, 36.236549377441406, 33.093807220458984, 33.027442932128906, 32.26074981689453, 32.390174865722656, 31.91275978088379, 31.557947158813477, 31.9141788482666, 31.221378326416016, 31.28737449645996, 31.234582901000977, 31.738094329833984, 31.678131103515625, 31.002544403076172, 31.612834930419922, 30.973230361938477, 31.511821746826172, 31.138080596923828, 31.571252822875977, 30.71084213256836, 31.559045791625977, 30.90543556213379, 31.18334197998047, 31.566633224487305, 31.509166717529297, 31.06151008605957, 31.45604705810547, 31.476587295532227, 30.961044311523438, 31.087526321411133, 31.377639770507812, 32.0992431640625, 30.765657424926758]"
1,1,25,"[30.75041389465332, 30.67099952697754, 30.598451614379883, 30.517915725708008, 30.39222526550293, 30.193065643310547, 30.01827049255371, 29.867929458618164, 29.723630905151367, 29.58205795288086, 29.443078994750977, 29.306583404541016, 29.172588348388672, 29.04107093811035, 28.912755966186523, 28.786874771118164, 28.663753509521484, 28.5422420501709, 28.423145294189453, 28.30635643005371, 28.1910343170166, 28.077478408813477, 27.965822219848633, 27.8550968170166, 27.746009826660156, 27.637592315673828, 27.532703399658203, 27.432819366455078, 27.338008880615234, 27.24713706970215, 27.16070556640625, 27.077104568481445, 26.996782302856445, 26.916845321655273, 26.83717918395996, 26.757511138916016, 26.677757263183594, 26.597919464111328, 26.5189266204834, 26.43922996520996, 26.360187530517578, 26.28157615661621, 26.204822540283203, 26.1290283203125, 26.054502487182617, 25.981773376464844, 25.920427322387695, 25.862653732299805, 25.807056427001953, 25.752769470214844, 25.69975471496582, 25.6474666595459, 25.595949172973633, 25.54549789428711, 25.49629783630371, 25.4487247467041, 25.40130043029785, 25.355316162109375, 25.309776306152344, 25.265125274658203, 25.221391677856445, 25.178674697875977, 25.136808395385742, 25.096302032470703, 25.056507110595703, 25.018266677856445, 24.980833053588867, 24.944149017333984, 24.907978057861328, 24.872650146484375, 24.837543487548828, 24.80261993408203, 24.768728256225586, 24.73527717590332, 24.701805114746094, 24.669158935546875, 24.636920928955078, 24.60585594177246, 24.575742721557617, 24.54647445678711, 24.51787567138672, 24.489933013916016, 24.462148666381836, 24.43494987487793, 24.407350540161133, 24.3807373046875, 24.35451889038086, 24.328794479370117, 24.30396270751953, 24.27988052368164, 24.255910873413086, 24.233091354370117, 24.211030960083008, 24.19029998779297, 24.169658660888672, 24.150278091430664, 24.13157844543457, 24.113656997680664, 24.09603500366211, 24.07892417907715]","[53.82551956176758, 53.75143814086914, 53.67791748046875, 53.584407806396484, 53.41165542602539, 53.1995849609375, 53.024559020996094, 52.8603515625, 52.700313568115234, 52.54039764404297, 52.38113784790039, 52.22516632080078, 52.07188415527344, 51.92062759399414, 51.77088165283203, 51.62554168701172, 51.48057556152344, 51.3387565612793, 51.19865417480469, 51.059165954589844, 50.923065185546875, 50.789039611816406, 50.654197692871094, 50.5224609375, 50.390350341796875, 50.260719299316406, 50.133567810058594, 50.01008987426758, 49.8885383605957, 49.7711296081543, 49.652809143066406, 49.54154586791992, 49.429134368896484, 49.31649398803711, 49.20302963256836, 49.089576721191406, 48.97654342651367, 48.86528778076172, 48.75117874145508, 48.63895034790039, 48.523284912109375, 48.412445068359375, 48.299747467041016, 48.187984466552734, 48.07704544067383, 47.972293853759766, 47.86989212036133, 47.77372741699219, 47.67657470703125, 47.58149337768555, 47.485591888427734, 47.39100646972656, 47.297916412353516, 47.204219818115234, 47.11160659790039, 47.01795959472656, 46.92985534667969, 46.83787155151367, 46.74570846557617, 46.655853271484375, 46.56830978393555, 46.47925567626953, 46.39202880859375, 46.30477523803711, 46.22002410888672, 46.13327407836914, 46.048065185546875, 45.964237213134766, 45.881473541259766, 45.79581832885742, 45.710716247558594, 45.63050842285156, 45.54758834838867, 45.463356018066406, 45.38105392456055, 45.29757308959961, 45.21623611450195, 45.134944915771484, 45.055152893066406, 44.975215911865234, 44.89918899536133, 44.82178497314453, 44.74320602416992, 44.6619987487793, 44.58734893798828, 44.50927734375, 44.42974853515625, 44.35433578491211, 44.27882385253906, 44.200443267822266, 44.12492752075195, 44.05294418334961, 43.982421875, 43.905982971191406, 43.83665466308594, 43.766456604003906, 43.70124435424805, 43.63147735595703, 43.56609344482422, 43.49924087524414]"
2,1,50,"[30.834501266479492, 30.737442016601562, 30.646024703979492, 30.534608840942383, 30.360820770263672, 30.153078079223633, 29.992469787597656, 29.87434196472168, 29.778959274291992, 29.69524383544922, 29.618465423583984, 29.545732498168945, 29.476215362548828, 29.408430099487305, 29.34308624267578, 29.278430938720703, 29.215248107910156, 29.152816772460938, 29.091543197631836, 29.030580520629883, 28.970754623413086, 28.9112548828125, 28.8525333404541, 28.794145584106445, 28.736440658569336, 28.678878784179688, 28.622011184692383, 28.56524085998535, 28.509334564208984, 28.45330238342285, 28.397783279418945, 28.34287452697754, 28.28765869140625, 28.233251571655273, 28.17881202697754, 28.12471580505371, 28.070892333984375, 28.017372131347656, 27.963912963867188, 27.910804748535156, 27.85785675048828, 27.804933547973633, 27.752670288085938, 27.700204849243164, 27.64793586730957, 27.596323013305664, 27.545549392700195, 27.496814727783203, 27.448232650756836, 27.401165008544922, 27.355215072631836, 27.310136795043945, 27.265926361083984, 27.222740173339844, 27.180814743041992, 27.139131546020508, 27.09834861755371, 27.058584213256836, 27.019004821777344, 26.979726791381836, 26.94029998779297, 26.900978088378906, 26.861448287963867, 26.82205581665039, 26.782682418823242, 26.74350357055664, 26.70389175415039, 26.66437339782715, 26.625141143798828, 26.58563995361328, 26.5465145111084, 26.506916046142578, 26.467676162719727, 26.428150177001953, 26.38884735107422, 26.349533081054688, 26.310609817504883, 26.272151947021484, 26.234102249145508, 26.195924758911133, 26.15833854675293, 26.120683670043945, 26.08327293395996, 26.04633903503418, 26.009552001953125, 25.974300384521484, 25.94324493408203, 25.914060592651367, 25.885089874267578, 25.856704711914062, 25.828746795654297, 25.80109214782715, 25.773921966552734, 25.747329711914062, 25.720510482788086, 25.693973541259766, 25.667469024658203, 25.641874313354492, 25.61583137512207, 25.59007453918457]","[53.90482711791992, 53.81031036376953, 53.713134765625, 53.572608947753906, 53.3591423034668, 53.155494689941406, 53.006919860839844, 52.89133071899414, 52.79270553588867, 52.703086853027344, 52.618446350097656, 52.53783416748047, 52.45925521850586, 52.38358688354492, 52.30838394165039, 52.23504638671875, 52.1619873046875, 52.09051513671875, 52.019046783447266, 51.94928741455078, 51.87947082519531, 51.81051254272461, 51.74170684814453, 51.67353820800781, 51.6053466796875, 51.53818130493164, 51.47084045410156, 51.40443801879883, 51.33757781982422, 51.271873474121094, 51.2061882019043, 51.13987731933594, 51.075077056884766, 51.00975036621094, 50.9449462890625, 50.88029098510742, 50.81592559814453, 50.75156021118164, 50.68767166137695, 50.62358474731445, 50.55991744995117, 50.497047424316406, 50.43334197998047, 50.37001037597656, 50.306941986083984, 50.24408721923828, 50.183082580566406, 50.12124252319336, 50.06145477294922, 50.00178909301758, 49.94231033325195, 49.883697509765625, 49.82631301879883, 49.76947784423828, 49.71184539794922, 49.655460357666016, 49.60009002685547, 49.5447998046875, 49.48963165283203, 49.434165954589844, 49.378814697265625, 49.3228759765625, 49.26726531982422, 49.211727142333984, 49.15594482421875, 49.09925079345703, 49.04316711425781, 48.98729705810547, 48.93098068237305, 48.87567138671875, 48.819313049316406, 48.763607025146484, 48.70695877075195, 48.65070343017578, 48.593990325927734, 48.53806686401367, 48.48259353637695, 48.42691421508789, 48.37075424194336, 48.315670013427734, 48.25956344604492, 48.203887939453125, 48.149147033691406, 48.093997955322266, 48.0384407043457, 47.98566818237305, 47.93579864501953, 47.88585662841797, 47.8370361328125, 47.78853988647461, 47.73978805541992, 47.69172286987305, 47.64407730102539, 47.59517288208008, 47.54726028442383, 47.49905776977539, 47.45246887207031, 47.40387725830078, 47.3565788269043, 47.31027603149414]"
3,1,100,"[30.80231285095215, 30.77271842956543, 30.744203567504883, 30.716629028320312, 30.689706802368164, 30.66303825378418, 30.636133193969727, 30.608428955078125, 30.579282760620117, 30.548015594482422, 30.51382064819336, 30.475629806518555, 30.43204116821289, 30.381343841552734, 30.321001052856445, 30.248750686645508, 30.165189743041992, 30.062894821166992, 29.932106018066406, 29.764522552490234, 29.558961868286133, 29.347640991210938, 29.16975212097168, 29.041643142700195, 28.95039176940918, 28.878488540649414, 28.817873001098633, 28.764219284057617, 28.714252471923828, 28.66847801208496, 28.624244689941406, 28.58204460144043, 28.541748046875, 28.50249671936035, 28.464387893676758, 28.426864624023438, 28.390460968017578, 28.354841232299805, 28.319948196411133, 28.285043716430664, 28.251296997070312, 28.217763900756836, 28.184555053710938, 28.15186309814453, 28.119556427001953, 28.08747673034668, 28.05586051940918, 28.024486541748047, 27.993427276611328, 27.962594985961914, 27.931913375854492, 27.90144920349121, 27.87127685546875, 27.841339111328125, 27.81162452697754, 27.782026290893555, 27.75267219543457, 27.7235107421875, 27.694229125976562, 27.665246963500977, 27.63656997680664, 27.607864379882812, 27.57992935180664, 27.552120208740234, 27.524932861328125, 27.49822998046875, 27.471874237060547, 27.445714950561523, 27.420251846313477, 27.394975662231445, 27.36992835998535, 27.34540557861328, 27.32133674621582, 27.29729652404785, 27.273683547973633, 27.25052833557129, 27.22735023498535, 27.20452880859375, 27.182090759277344, 27.1597957611084, 27.137662887573242, 27.116167068481445, 27.094823837280273, 27.073530197143555, 27.052358627319336, 27.031492233276367, 27.01069450378418, 26.98969268798828, 26.969301223754883, 26.948287963867188, 26.927579879760742, 26.906787872314453, 26.885913848876953, 26.865427017211914, 26.84467315673828, 26.823965072631836, 26.80327796936035, 26.782577514648438, 26.76187515258789, 26.7413272857666]","[53.90804672241211, 53.87864303588867, 53.85032272338867, 53.82283401489258, 53.795860290527344, 53.768951416015625, 53.74155044555664, 53.71305847167969, 53.682823181152344, 53.65009689331055, 53.61393356323242, 53.57312774658203, 53.526145935058594, 53.47081756591797, 53.40424728393555, 53.32335662841797, 53.223854064941406, 53.09629440307617, 52.92971420288086, 52.71464538574219, 52.46674346923828, 52.2336311340332, 52.05891418457031, 51.936153411865234, 51.84318923950195, 51.76728439331055, 51.700958251953125, 51.640289306640625, 51.58464813232422, 51.531227111816406, 51.48066329956055, 51.432132720947266, 51.38478088378906, 51.33882522583008, 51.2939338684082, 51.250457763671875, 51.207698822021484, 51.165462493896484, 51.12366485595703, 51.08314514160156, 51.04276657104492, 51.00291442871094, 50.963600158691406, 50.92464828491211, 50.88605880737305, 50.84804153442383, 50.810325622558594, 50.77289581298828, 50.73563766479492, 50.698631286621094, 50.661956787109375, 50.62553787231445, 50.58940124511719, 50.55348205566406, 50.51766586303711, 50.48210525512695, 50.44666290283203, 50.41120910644531, 50.37620162963867, 50.34141540527344, 50.30652618408203, 50.27214431762695, 50.237667083740234, 50.203819274902344, 50.1702995300293, 50.137020111083984, 50.103965759277344, 50.07143020629883, 50.03888702392578, 50.006587982177734, 49.97480392456055, 49.943138122558594, 49.91148376464844, 49.88039016723633, 49.849456787109375, 49.81834411621094, 49.78763198852539, 49.757205963134766, 49.72682571411133, 49.69667053222656, 49.66702651977539, 49.637054443359375, 49.607120513916016, 49.57761764526367, 49.548492431640625, 49.51919174194336, 49.48978042602539, 49.46083450317383, 49.431175231933594, 49.402103424072266, 49.37289047241211, 49.34370040893555, 49.314727783203125, 49.28523254394531, 49.25587463378906, 49.2265739440918, 49.197288513183594, 49.16806411743164, 49.13898849487305, 49.10968780517578]"
4,100,1,"[23.527448654174805, 22.491962432861328, 20.31824493408203, 20.17683219909668, 20.604124069213867, 20.098430633544922, 20.07461166381836, 19.589658737182617, 18.779186248779297, 20.07223892211914, 15.716965675354004, 18.261667251586914, 19.721078872680664, 13.896028518676758, 13.623127937316895, 11.887885093688965, 12.10111141204834, 11.873064041137695, 11.739293098449707, 12.976082801818848, 11.31037425994873, 12.299761772155762, 12.878355979919434, 16.850950241088867, 14.804755210876465, 11.387977600097656, 11.459235191345215, 15.576951026916504, 13.602261543273926, 13.275334358215332, 11.17221736907959, 12.964314460754395, 11.243697166442871, 13.200923919677734, 11.019794464111328, 9.907231330871582, 11.089188575744629, 13.918994903564453, 12.027776718139648, 11.686442375183105, 10.51840591430664, 10.192176818847656, 9.955955505371094, 14.405367851257324, 11.440196990966797, 10.211828231811523, 9.669689178466797, 9.721048355102539, 9.870841979980469, 11.797669410705566, 9.987048149108887, 9.33559799194336, 9.71191120147705, 10.162538528442383, 9.873940467834473, 8.399481773376465, 8.368401527404785, 9.630122184753418, 10.162703514099121, 8.91810417175293, 9.541906356811523, 10.467414855957031, 9.188764572143555, 10.686985969543457, 10.727388381958008, 9.153765678405762, 9.698798179626465, 8.92421817779541, 9.446813583374023, 11.152055740356445, 15.799656867980957, 13.175107955932617, 12.634480476379395, 12.11686897277832, 10.695009231567383, 9.195527076721191, 8.662320137023926, 8.406118392944336, 7.842789173126221, 9.522468566894531, 10.040173530578613, 8.53396987915039, 8.69326400756836, 12.750715255737305, 9.187466621398926, 8.142504692077637, 7.701128959655762, 8.358633041381836, 8.222987174987793, 8.118534088134766, 8.317015647888184, 8.312289237976074, 8.561989784240723, 8.394200325012207, 7.873897075653076, 8.160063743591309, 7.730830669403076, 7.813462257385254, 7.887707233428955, 7.687777042388916]","[38.353660583496094, 33.542694091796875, 30.657024383544922, 31.889942169189453, 31.116369247436523, 31.29804229736328, 31.23551368713379, 31.32608985900879, 31.427249908447266, 33.45573806762695, 25.504329681396484, 39.4200325012207, 32.509368896484375, 19.743608474731445, 18.543458938598633, 37.27009201049805, 25.598133087158203, 25.171979904174805, 21.420570373535156, 17.3692626953125, 21.034290313720703, 41.02406692504883, 19.62824249267578, 30.565656661987305, 33.598121643066406, 14.9482421875, 34.60490417480469, 23.333221435546875, 43.82707214355469, 16.4791259765625, 43.35894775390625, 17.93109893798828, 36.6934814453125, 20.050729751586914, 13.975288391113281, 12.103619575500488, 13.67929458618164, 21.922178268432617, 15.151466369628906, 16.293031692504883, 27.738039016723633, 18.746719360351562, 15.121451377868652, 16.361385345458984, 16.91897201538086, 14.040518760681152, 11.465850830078125, 15.113322257995605, 18.743240356445312, 18.906808853149414, 17.4593563079834, 14.124799728393555, 22.70265007019043, 14.505633354187012, 14.064033508300781, 12.585451126098633, 13.164888381958008, 15.183734893798828, 17.133071899414062, 12.96358585357666, 14.815088272094727, 12.361315727233887, 17.036497116088867, 40.244842529296875, 14.869538307189941, 14.626737594604492, 15.574508666992188, 14.658534049987793, 13.833661079406738, 20.511966705322266, 17.39909553527832, 19.73641014099121, 17.95832633972168, 15.723833084106445, 18.80758285522461, 12.612326622009277, 11.25629711151123, 12.877276420593262, 11.714966773986816, 11.653883934020996, 25.575353622436523, 9.699084281921387, 13.444177627563477, 17.17414093017578, 15.437342643737793, 13.501553535461426, 13.075593948364258, 10.586662292480469, 9.575998306274414, 11.373763084411621, 10.179408073425293, 9.254647254943848, 10.709711074829102, 9.652990341186523, 16.179264068603516, 9.903013229370117, 13.871301651000977, 11.113025665283203, 11.936497688293457, 10.712383270263672]"
5,100,25,"[26.06702423095703, 23.519275665283203, 23.514728546142578, 23.49814796447754, 23.496524810791016, 23.494953155517578, 23.493331909179688, 23.49552345275879, 23.49701690673828, 23.49925422668457, 23.502857208251953, 23.503629684448242, 23.495542526245117, 23.49505615234375, 23.499372482299805, 23.4910888671875, 23.52117919921875, 23.496496200561523, 23.49116325378418, 23.451616287231445, 23.344308853149414, 23.501140594482422, 23.462797164916992, 23.40984344482422, 23.384660720825195, 22.72972869873047, 21.241207122802734, 20.40740966796875, 20.242429733276367, 19.991703033447266, 19.936885833740234, 19.82911491394043, 19.87183952331543, 20.071083068847656, 20.651884078979492, 19.99380111694336, 19.880516052246094, 20.2454776763916, 19.658742904663086, 19.79653549194336, 20.015520095825195, 19.68089485168457, 19.796039581298828, 19.705778121948242, 19.63461685180664, 19.621793746948242, 19.594213485717773, 19.646957397460938, 19.683156967163086, 20.04214859008789, 20.14067268371582, 19.964519500732422, 19.549291610717773, 19.937326431274414, 23.19577980041504, 23.496219635009766, 23.457618713378906, 23.3785343170166, 23.24818992614746, 22.87942886352539, 21.183490753173828, 18.410831451416016, 17.173675537109375, 15.933293342590332, 15.384236335754395, 14.47346019744873, 13.895318031311035, 13.21689224243164, 12.78463363647461, 12.937732696533203, 12.498177528381348, 12.117900848388672, 12.201891899108887, 11.591638565063477, 11.172009468078613, 10.64758014678955, 10.467174530029297, 10.481684684753418, 10.100980758666992, 10.223660469055176, 9.890620231628418, 10.14299201965332, 9.910928726196289, 9.899914741516113, 9.695045471191406, 9.309101104736328, 9.21479606628418, 8.969319343566895, 8.948826789855957, 9.234482765197754, 9.609423637390137, 8.951931953430176, 8.634394645690918, 8.654927253723145, 8.731118202209473, 8.616812705993652, 8.315081596374512, 8.378843307495117, 8.260124206542969, 8.759153366088867]","[40.40387725830078, 39.043174743652344, 38.79639434814453, 38.7372932434082, 38.69309616088867, 38.69835662841797, 38.65216827392578, 38.51711654663086, 38.686424255371094, 38.479759216308594, 38.73122787475586, 38.89455795288086, 38.697906494140625, 38.578189849853516, 38.5869140625, 38.459842681884766, 38.95045471191406, 38.498783111572266, 38.75965118408203, 38.7093505859375, 37.94995880126953, 38.76908874511719, 38.773773193359375, 38.489131927490234, 39.34326171875, 36.149131774902344, 33.42723846435547, 32.638328552246094, 32.6887321472168, 30.89454460144043, 30.67064666748047, 31.47559928894043, 32.575286865234375, 35.40484619140625, 31.000885009765625, 33.260833740234375, 30.745746612548828, 31.174386978149414, 31.172908782958984, 30.628326416015625, 31.844446182250977, 30.558618545532227, 30.615814208984375, 30.745464324951172, 31.311370849609375, 30.67375373840332, 30.53514862060547, 30.63330841064453, 31.198274612426758, 30.789960861206055, 31.014999389648438, 31.014514923095703, 31.59676170349121, 30.616857528686523, 38.95951461791992, 39.71721267700195, 39.18088912963867, 39.08098602294922, 38.61896896362305, 39.462059020996094, 34.955074310302734, 30.59414291381836, 29.32857894897461, 28.30643081665039, 27.23155975341797, 25.3498592376709, 25.54773712158203, 23.46890640258789, 22.09806251525879, 22.473020553588867, 24.306533813476562, 22.355260848999023, 25.304718017578125, 20.55739402770996, 20.4085750579834, 19.09014892578125, 17.810270309448242, 18.482168197631836, 20.618175506591797, 18.665542602539062, 17.139060974121094, 18.789148330688477, 18.717830657958984, 20.017879486083984, 17.52764892578125, 15.017857551574707, 16.618410110473633, 16.091215133666992, 15.776582717895508, 21.975391387939453, 16.171783447265625, 16.7329044342041, 19.0524959564209, 14.650457382202148, 15.0501708984375, 15.261600494384766, 13.966050148010254, 13.960948944091797, 14.898348808288574, 13.258575439453125]"
6,100,50,"[28.05338478088379, 23.642343521118164, 23.50310707092285, 23.495094299316406, 23.49321937561035, 23.496700286865234, 23.49539566040039, 23.49354362487793, 23.494020462036133, 23.49302864074707, 23.49375343322754, 23.492450714111328, 23.492929458618164, 23.493711471557617, 23.497650146484375, 23.498767852783203, 23.493736267089844, 23.492929458618164, 23.500001907348633, 23.491600036621094, 23.492887496948242, 23.493335723876953, 23.49435806274414, 23.49814796447754, 23.491361618041992, 23.492637634277344, 23.49486541748047, 23.495437622070312, 23.48847198486328, 23.496946334838867, 23.49339485168457, 23.489322662353516, 23.4837703704834, 23.44725227355957, 23.378101348876953, 22.917022705078125, 21.40073585510254, 20.767799377441406, 20.154464721679688, 19.993228912353516, 20.020978927612305, 19.803300857543945, 19.638769149780273, 19.915470123291016, 20.75742530822754, 21.204648971557617, 22.92365264892578, 22.230371475219727, 23.621368408203125, 23.523021697998047, 23.49135398864746, 23.500831604003906, 23.496042251586914, 23.488279342651367, 23.490718841552734, 23.482261657714844, 23.484424591064453, 23.480283737182617, 23.479389190673828, 23.47747802734375, 23.468891143798828, 23.466211318969727, 23.460922241210938, 23.447948455810547, 23.45210075378418, 23.454782485961914, 23.442962646484375, 23.421859741210938, 23.40015983581543, 23.37999725341797, 23.332836151123047, 22.50851821899414, 20.245891571044922, 18.97817039489746, 18.213863372802734, 17.845720291137695, 17.629758834838867, 17.476497650146484, 17.323169708251953, 17.197999954223633, 17.133085250854492, 17.03858757019043, 16.97553062438965, 16.81610870361328, 16.755529403686523, 16.669300079345703, 16.831172943115234, 16.704225540161133, 16.63178825378418, 16.456411361694336, 16.32154083251953, 16.450883865356445, 16.3723087310791, 16.043439865112305, 15.992956161499023, 15.662152290344238, 15.531051635742188, 15.670422554016113, 15.0632905960083, 14.928377151489258]","[43.188575744628906, 39.523956298828125, 38.88893508911133, 38.73698425292969, 38.57544708251953, 38.752132415771484, 38.62007141113281, 38.58738708496094, 38.5556755065918, 38.5045280456543, 38.499290466308594, 38.52104568481445, 38.55568313598633, 38.722450256347656, 38.52922439575195, 38.541873931884766, 38.69795227050781, 38.70538330078125, 38.46282196044922, 38.72588348388672, 38.64800262451172, 38.584190368652344, 38.694637298583984, 38.3871955871582, 38.47880554199219, 38.61055374145508, 38.66978454589844, 38.74106979370117, 38.716270446777344, 38.75074768066406, 38.51984786987305, 38.70124435424805, 38.386043548583984, 39.54610824584961, 39.08782196044922, 36.842376708984375, 34.50507736206055, 33.31807327270508, 31.6065731048584, 31.18898582458496, 31.271865844726562, 31.34864616394043, 31.5416202545166, 33.36616134643555, 31.18750762939453, 31.857376098632812, 34.82109832763672, 34.791255950927734, 36.946929931640625, 38.45451736450195, 38.32758712768555, 38.5657958984375, 38.56492614746094, 38.00431823730469, 38.58800506591797, 38.45106506347656, 38.473655700683594, 38.76226043701172, 38.697540283203125, 38.39607238769531, 38.59781265258789, 38.468223571777344, 38.84577941894531, 38.51960372924805, 38.502254486083984, 38.876251220703125, 38.51057815551758, 38.62305450439453, 38.22198486328125, 38.764854431152344, 38.33620834350586, 35.57558059692383, 33.16877746582031, 30.867809295654297, 29.730592727661133, 29.417224884033203, 29.518062591552734, 29.5353946685791, 29.653047561645508, 29.78410530090332, 29.90338134765625, 30.143444061279297, 30.48219108581543, 30.424808502197266, 30.949413299560547, 30.64242935180664, 30.422189712524414, 30.954544067382812, 31.12287712097168, 31.8614559173584, 30.427568435668945, 32.65114974975586, 30.56199836730957, 29.420183181762695, 29.16752052307129, 27.649133682250977, 29.65604591369629, 27.081953048706055, 27.61061668395996, 30.294822692871094]"
