"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.02","64.39","INDIN RIVER","2202552","2001-01-01","2001","01","01","","-19.8","","-25.2","","-22.5","","40.5","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-02","2001","01","02","","-20.2","","-26.9","","-23.6","","41.6","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-03","2001","01","03","","-15.7","","-29.7","","-22.7","","40.7","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-04","2001","01","04","","-19.8","","-25.2","","-22.5","","40.5","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-05","2001","01","05","","-20.2","","-26.9","","-23.6","","41.6","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-06","2001","01","06","","-19.7","","-29.7","","-24.7","","42.7","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-07","2001","01","07","","-14.6","","-26.4","","-20.5","","38.5","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-08","2001","01","08","","-10.6","","-15.2","","-12.9","","30.9","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-09","2001","01","09","","-14.5","","-25.2","","-19.9","","37.9","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-10","2001","01","10","","-20.2","","-26.9","","-23.6","","41.6","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-11","2001","01","11","","-11.7","","-29.7","","-20.7","","38.7","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-12","2001","01","12","","-13.2","","-20.5","","-16.9","","34.9","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-13","2001","01","13","","-13.3","","-23.1","","-18.2","","36.2","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-14","2001","01","14","","-18.1","","-30.7","","-24.4","","42.4","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-15","2001","01","15","","-14.2","","-22.2","","-18.2","","36.2","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-16","2001","01","16","","-6.3","","-16.4","","-11.4","","29.4","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-17","2001","01","17","","-11.3","","-19.7","","-15.5","","33.5","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-18","2001","01","18","","-12.8","","-20.6","","-16.7","","34.7","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-19","2001","01","19","","-8.8","","-21.4","","-15.1","","33.1","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-20","2001","01","20","","-6.7","","-19.3","","-13.0","","31.0","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-21","2001","01","21","","-8.4","","-21.7","","-15.1","","33.1","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-22","2001","01","22","","-11.5","","-24.9","","-18.2","","36.2","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-23","2001","01","23","","-12.3","","-32.5","","-22.4","","40.4","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-24","2001","01","24","","-11.6","","-20.6","","-16.1","","34.1","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-25","2001","01","25","","-14.7","","-37.5","","-26.1","","44.1","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","2001-01-26","2001","01","26","","-17.4","","-36.3","","-26.9","","44.9","","0.0","","","","","","","","","","","","",""
