datetime,station,date,day_of_year,station_id,flow,st_max_temp,st_min_temp,st_mean_temp,st_heat_deg_days,st_cool_deg_days,st_total_rain,st_total_snow,st_total_precip,st_total_snow_on_ground,st_dir_of_max_gust_10sdeg,st_spd_of_max_gust_kmh,era5_noon_t2m,era5_noon_evavt,era5_noon_ro,era5_noon_sd,era5_noon_es,era5_noon_sf,era5_noon_smlt,era5_noon_stl1,era5_noon_ssr,era5_noon_e,era5_noon_tp
1/1/2013,06JB001,1/1/2013,1,3,,-20.1,-25,-22.6,40.6,0,,,0.4,0.4,,<31,248.6099688,2.17E-07,0.000247877,0.077051726,4.03E-06,0.001210705,-1.86E-09,268.2314021,8987.50579,4.23E-06,0.001211571
1/2/2013,06JB001,1/2/2013,2,3,,-17.8,-34.6,-26.2,44.2,0,,,0.4,0.4,,<31,239.4471271,-6.65E-07,0.000245476,0.078153737,5.20E-06,0.000611084,-1.86E-09,268.3560726,12124.25663,4.51E-06,0.000615684
1/3/2013,06JB001,1/3/2013,3,3,,-13.8,-28.7,-21.3,39.3,0,,,,,,<31,249.7886851,3.25E-06,0.000243329,0.081103805,6.19E-05,0.002392379,-1.86E-09,268.7084061,13761.81127,6.56E-05,0.00239532
1/4/2013,06JB001,1/4/2013,4,3,,-20.4,-25.4,-22.9,40.9,0,,,0,0,30,56,248.3388428,-2.38E-07,0.000241017,0.081210778,3.46E-05,6.51E-05,-1.86E-09,268.6054612,12631.5586,3.44E-05,7.02E-05
1/5/2013,06JB001,1/5/2013,5,3,,-20.7,-26.2,-23.5,41.5,0,,,0,0,29,44,242.5601728,-8.74E-07,0.000238623,0.081596782,9.13E-06,0.000156822,-1.86E-09,268.4661679,14451.1121,8.26E-06,0.000160052
1/6/2013,06JB001,1/6/2013,6,3,,-18.9,-31,-25,43,0,,,0,0,30,33,237.8993379,-4.01E-07,0.000236249,0.081655801,1.71E-05,7.58E-06,-1.86E-09,268.2013039,19123.06209,1.69E-05,9.55E-06
1/7/2013,06JB001,1/7/2013,7,3,,-30,-36.5,-33.3,51.3,0,,,0.2,0.2,,<31,236.9438712,-1.52E-07,0.000234163,0.081694664,1.57E-05,1.30E-05,-1.86E-09,267.926717,21325.31127,1.59E-05,1.50E-05
1/8/2013,06JB001,1/8/2013,8,3,,-36.4,-40,-38.2,56.2,0,,,0,0,,<31,232.0372274,-4.01E-07,0.00023179,0.081731895,1.31E-05,8.37E-06,-1.86E-09,267.6371631,24261.81295,1.30E-05,1.11E-05
1/9/2013,06JB001,1/9/2013,9,3,,-37.1,-41.3,-39.2,57.2,0,,,0,0,,<31,230.3937678,-1.97E-07,0.000229396,0.081745213,7.23E-06,3.79E-07,-1.86E-09,267.2887907,25556.31184,7.08E-06,0
1/10/2013,06JB001,1/10/2013,10,3,,-32.4,-38.8,-35.6,53.6,0,,,0,0,26,41,237.9830548,2.76E-07,0.000227338,0.081772813,1.87E-05,3.56E-06,-1.86E-09,267.1255124,27153.81295,1.92E-05,5.61E-06
1/11/2013,06JB001,1/11/2013,11,3,,-26.7,-32.7,-29.7,47.7,0,,,0,0,26,37,243.2396791,1.12E-06,0.000224936,0.081894058,4.01E-05,5.83E-05,-1.86E-09,267.2577018,27376.22533,4.15E-05,6.31E-05
1/12/2013,06JB001,1/12/2013,12,3,,-25.2,-38.1,-31.7,49.7,0,,,0.4,0.4,1,39,244.9758407,5.21E-07,0.000222569,0.082750838,1.87E-05,0.000795524,-1.86E-09,267.455015,26419.61042,1.93E-05,0.000802962
1/13/2013,06JB001,1/13/2013,13,3,,-33.7,-40.5,-37.1,55.1,0,,,0.2,0.2,,<31,240.6386802,-6.46E-07,0.000220168,0.082919969,1.18E-05,0.000108386,-1.86E-09,267.3375645,25774.36126,1.11E-05,0.000111455
1/14/2013,06JB001,1/14/2013,14,3,,-39.9,-43.8,-41.9,59.9,0,,,0,0,,<31,229.7043997,-8.69E-07,0.000217795,0.082951666,6.80E-06,5.25E-07,-1.86E-09,266.9698381,41519.86988,6.10E-06,1.88E-06
1/15/2013,06JB001,1/15/2013,15,3,,-40.8,-43,-41.9,59.9,0,,,0,0,32,41,231.5341226,3.03E-08,0.000215647,0.083009386,1.06E-05,3.89E-05,-1.86E-09,266.5967321,46351.97553,1.07E-05,4.30E-05
1/16/2013,06JB001,1/16/2013,16,3,,-34.5,-41.8,-38.2,56.2,0,,,0,0,31,54,236.5303481,4.39E-07,0.000213335,0.083057265,2.24E-05,1.53E-05,-1.86E-09,266.4070642,46729.86061,2.30E-05,1.93E-05
1/17/2013,06JB001,1/17/2013,17,3,,-36.2,-40.2,-38.2,56.2,0,,,0,0,30,41,236.4218571,2.58E-07,0.000210935,0.083102689,1.83E-05,1.15E-06,-1.86E-09,266.4158393,58871.86988,1.86E-05,2.98E-06
1/18/2013,06JB001,1/18/2013,18,3,,-36.4,-40.7,-38.6,56.6,0,,,0,0,31,39,233.1890244,1.21E-08,0.000208534,0.083116353,1.03E-05,1.86E-09,-1.86E-09,266.2297798,62880.32045,1.02E-05,0
1/19/2013,06JB001,1/19/2013,19,3,,-30.3,-37.6,-34,52,0,,,0,0,31,52,236.4662667,2.76E-07,0.000206132,0.083143679,2.17E-05,2.38E-06,-1.86E-09,266.1063814,68259.37395,2.22E-05,3.57E-06
1/20/2013,06JB001,1/20/2013,20,3,,-28.7,-33.5,-31.1,49.1,0,,,0,0,32,50,243.7056085,1.59E-06,0.000203765,0.083532211,2.72E-05,0.000334743,-1.86E-09,266.2843654,71307.11664,2.88E-05,0.00034065
1/21/2013,06JB001,1/21/2013,21,3,,-26.4,-33.6,-30,48,0,,,0,0,30,50,245.1849687,2.58E-07,0.000201364,0.083780508,2.41E-05,0.000210377,-1.86E-09,266.3724544,51579.72126,2.45E-05,0.000213642
1/22/2013,06JB001,1/22/2013,22,3,,-28.6,-38.2,-33.4,51.4,0,,,,,,<31,240.1266608,7.54E-09,0.000198963,0.084098552,1.94E-05,0.000199702,-1.86E-09,266.4698299,82781.59066,1.94E-05,0.000202796
1/23/2013,06JB001,1/23/2013,23,3,,-36.7,-40.2,-38.5,56.5,0,,,,,,<31,234.0373341,-8.69E-07,0.000196562,0.08411221,8.10E-06,1.05E-06,-1.86E-09,266.1693019,99038.88854,7.48E-06,9.39E-07
1/24/2013,06JB001,1/24/2013,24,3,,-32.6,-40.4,-36.5,54.5,0,,,,,,<31,233.198133,-1.97E-07,0.00019425,0.084125601,5.19E-06,1.86E-09,-1.86E-09,265.8730819,106206.4309,5.08E-06,9.39E-07
1/25/2013,06JB001,1/25/2013,25,3,,-22.3,-32.6,-27.5,45.5,0,,,,,,<31,245.7240375,2.76E-07,0.000192103,0.084303747,8.88E-06,0.000164202,-1.86E-09,265.960541,78141.24977,9.11E-06,0.000168665
1/26/2013,06JB001,1/26/2013,26,3,,-24.3,-29.7,-27,45,0,,,0,0,,<31,238.4168987,4.84E-08,0.000189729,0.084362219,9.05E-06,4.83E-07,-1.86E-09,266.0007455,120684.1538,9.38E-06,9.39E-07
1/27/2013,06JB001,1/27/2013,27,3,,-22.8,-28.4,-25.6,43.6,0,,,0.2,0.2,,<31,246.0226516,3.03E-08,0.00018739,0.084605391,2.67E-06,0.00023855,-1.86E-09,266.004225,79809.53314,2.72E-06,0.000240866
1/28/2013,06JB001,1/28/2013,28,3,,-21.4,-30.4,-25.9,43.9,0,,,0.8,0.8,4,41,247.8216332,5.21E-07,0.00018527,0.085812322,-1.76E-05,0.000892921,-1.86E-09,266.3735926,92191.4676,-1.72E-05,0.000894621
1/29/2013,06JB001,1/29/2013,29,3,,-30.4,-38.2,-34.3,52.3,0,,,0.4,0.4,36,32,243.1327534,-1.57E-06,0.00018293,0.087192546,-3.24E-05,0.000968536,-1.86E-09,266.4980213,95973.34319,-3.39E-05,0.00097174
1/30/2013,06JB001,1/30/2013,30,3,,-37.2,-39.6,-38.4,56.4,0,,,0,0,,<31,236.1696499,-1.57E-06,0.000180811,0.08728859,4.02E-06,1.89E-05,-1.86E-09,266.3090644,147948.3241,2.35E-06,2.04E-05
1/31/2013,06JB001,1/31/2013,31,3,,-36.8,-40,-38.4,56.4,0,,,0,0,,<31,235.1929416,-2.15E-07,0.000178471,0.08730594,1.06E-05,2.62E-06,-1.86E-09,266.0681714,161923.284,1.03E-05,2.81E-06
2/1/2013,06JB001,2/1/2013,32,3,,-34.2,-39.6,-36.9,54.9,0,,,0,0,29,33,235.5513213,1.21E-08,0.000176414,0.08732957,1.09E-05,4.24E-06,-1.86E-09,265.8993586,175573.2924,1.09E-05,7.41E-06
2/2/2013,06JB001,2/2/2013,33,3,,-32.5,-34.8,-33.7,51.7,0,,,0,0,31,52,239.7626735,6.89E-07,0.000174355,0.087454918,2.45E-05,8.95E-05,-1.86E-09,265.9154835,198303.9411,2.53E-05,9.12E-05
2/3/2013,06JB001,2/3/2013,34,3,,-32.9,-36.9,-34.9,52.9,0,,,0,0,30,43,241.5930377,4.62E-07,0.000172235,0.087582449,2.28E-05,8.34E-05,-1.86E-09,265.9832051,197414.3685,2.33E-05,8.70E-05
2/4/2013,06JB001,2/4/2013,35,3,,-36.9,-41.8,-39.4,57.4,0,,,0,0,,<31,234.1973348,-4.60E-07,0.000169924,0.087607036,1.09E-05,1.68E-06,-1.86E-09,265.8638618,223246.1327,1.05E-05,3.10E-06
2/5/2013,06JB001,2/5/2013,36,3,,-36.5,-42.6,-39.6,57.6,0,,,0,0,,<31,231.9775799,-4.01E-07,0.000167866,0.087632243,2.49E-06,1.92E-05,-1.86E-09,265.6244074,206299.0768,2.03E-06,2.29E-05
2/6/2013,06JB001,2/6/2013,37,3,,-27.1,-40.2,-33.7,51.7,0,,,0,0,,<31,235.1903932,3.03E-08,0.000165807,0.087655195,6.17E-06,2.25E-06,-1.86E-09,265.4574225,277570.5065,6.35E-06,3.94E-06
2/7/2013,06JB001,2/7/2013,38,3,,-20.7,-33.9,-27.3,45.3,0,,,0.2,0.2,,<31,249.3692251,5.21E-07,0.000163722,0.088159921,2.38E-05,0.000474472,-1.86E-09,265.7290594,201640.8901,2.45E-05,0.00047676
2/8/2013,06JB001,2/8/2013,39,3,,-29,-34,-31.5,49.5,0,,,0.2,0.2,7,32,245.265479,2.94E-07,0.000161663,0.089555922,-1.50E-05,0.001314968,-1.86E-09,266.0365551,228954.4766,-1.46E-05,0.001316385
2/9/2013,06JB001,2/9/2013,40,3,,-22.8,-29.2,-26,44,0,,,0,0,9,32,245.4270643,3.03E-08,0.000159667,0.089953949,2.53E-06,0.000318426,-1.86E-09,266.1831614,209938.6166,2.58E-06,0.000323087
2/10/2013,06JB001,2/10/2013,41,3,,-11.1,-22.8,-17,35,0,,,0.6,0.6,17,57,245.5418673,-1.97E-07,0.000157856,0.090056413,1.05E-05,2.72E-05,-1.86E-09,266.1860673,302863.8956,1.05E-05,3.04E-05
2/11/2013,06JB001,2/11/2013,42,3,,-9.4,-24.3,-16.9,34.9,0,,,0.2,0.2,19,44,260.5675071,7.92E-06,0.000155825,0.095985107,0.000106473,0.005553766,-1.86E-09,266.711085,169424.4936,0.000115513,0.005555378
2/12/2013,06JB001,2/12/2013,43,3,,-22.1,-29.9,-26,44,0,,,0,0,36,46,245.8374484,-5.09E-06,0.000153836,0.096212712,-1.89E-05,0.000106356,-1.86E-09,266.8539909,235828.5269,-2.41E-05,0.000111568
2/13/2013,06JB001,2/13/2013,44,3,,-24.9,-30.2,-27.6,45.6,0,,,,,,<31,244.2761665,-1.31E-06,0.000152025,0.096534097,-2.73E-06,0.000316992,-1.86E-09,266.7256033,196003.7677,-4.01E-06,0.000320123
2/14/2013,06JB001,2/14/2013,45,3,,-29.7,-39.7,-34.7,52.7,0,,,0.2,0.2,,<31,240.1366802,-8.74E-07,0.000150063,0.096757529,2.81E-06,0.000129276,-1.86E-09,266.590983,283114.1949,2.01E-06,0.000133896
2/15/2013,06JB001,2/15/2013,46,3,,-22.9,-38.9,-30.9,48.9,0,,,0.2,0.2,6,35,245.766657,-1.79E-07,0.000148348,0.09707605,8.69E-06,0.000304779,-1.86E-09,266.4492306,236135.3205,8.57E-06,0.000307833
4/1/2013,06JB001,4/1/2013,91,3,,-14.7,-29.5,-22.1,40.1,0,,,0,0,31,32,256.7789205,-1.36E-06,8.78E-05,0.110326442,-1.52E-05,5.76E-06,-1.86E-09,267.4538346,2233035.759,-1.65E-05,9.38E-06
4/2/2013,06JB001,4/2/2013,92,3,,-19.4,-30.8,-25.1,43.1,0,,,0,0,34,39,254.1405073,4.43E-07,8.68E-05,0.110517768,-5.28E-06,0.0003001,-1.86E-09,267.5576219,1998862.891,-4.89E-06,0.000303499
4/3/2013,06JB001,4/3/2013,93,3,,-22.2,-32.9,-27.6,45.6,0,,,0.2,0.2,,<31,251.2032554,-3.68E-06,8.57E-05,0.110452264,-2.94E-05,5.35E-05,-1.86E-09,267.3403666,2468356.496,-3.32E-05,5.61E-05
4/4/2013,06JB001,4/4/2013,94,3,,-23.8,-32.5,-28.2,46.2,0,,,0,0,,<31,251.0678018,-1.35E-06,8.48E-05,0.110458408,-1.89E-05,8.94E-05,-1.86E-09,267.1044937,1939417.951,-2.02E-05,9.59E-05
4/5/2013,06JB001,4/5/2013,95,3,,-27,-36.4,-31.7,49.7,0,,,,,,<31,249.192596,-1.63E-06,8.37E-05,0.110433201,-2.91E-05,4.67E-05,-1.86E-09,266.880953,2754397.868,-3.07E-05,4.92E-05
4/6/2013,06JB001,4/6/2013,96,3,,,-31.5,,,,,,0.9,0.9,,<31,253.4504435,-6.46E-07,8.27E-05,0.110732119,-3.98E-05,0.000438648,-1.86E-09,266.6851895,1897492.836,-4.04E-05,0.000441936
4/7/2013,06JB001,4/7/2013,97,3,,-12.8,-19.3,-16.1,34.1,0,,,0,0,2,39,259.952011,2.35E-06,8.17E-05,0.111646961,-9.38E-05,0.000283345,-1.86E-09,267.0524382,2006791.589,-9.14E-05,0.000286274
4/8/2013,06JB001,4/8/2013,98,3,,-7.3,-19.9,-13.6,31.6,0,,,0,0,,<31,263.3874297,2.12E-07,8.09E-05,0.111463833,-8.15E-05,6.77E-05,-1.86E-09,267.4692821,2133209.774,-8.12E-05,7.39E-05
4/9/2013,06JB001,4/9/2013,99,3,,-6.7,-18.6,-12.7,30.7,0,,,0,0,14,46,269.9715482,-6.69E-07,7.96E-05,0.111270244,-8.71E-06,1.86E-09,-1.86E-09,267.7742186,2865982.679,-9.13E-06,9.39E-07
4/10/2013,06JB001,4/10/2013,100,3,,-2.8,-10.9,-6.9,24.9,0,,,0,0,16,69,268.909784,1.12E-06,7.88E-05,0.110886698,-0.000176141,1.09E-05,-1.86E-09,268.1784226,2403332.326,-0.000175084,1.48E-05
4/11/2013,06JB001,4/11/2013,101,3,,-2.1,-3.9,-3,21,0,,,2.2,2.2,17,43,272.497962,4.62E-07,7.78E-05,0.11444628,-0.000140543,0.002712052,-1.86E-09,268.6479308,1202436.162,-0.000140024,0.002714207
4/12/2013,06JB001,4/12/2013,102,3,,-3.8,-21.9,-12.9,30.9,0,,,0.2,0.2,,<31,267.6169932,-9.08E-06,7.69E-05,0.117415544,-0.000150383,0.000957966,-1.86E-09,269.0122351,1270312.368,-0.000159452,0.000961194
4/13/2013,06JB001,4/13/2013,103,3,,-12.2,-26.9,-19.6,37.6,0,,,0.2,0.2,,<31,262.4414209,-1.24E-05,7.61E-05,0.117140061,-0.000170661,0.000147612,-1.86E-09,268.9335663,1550814.75,-0.00018315,0.000152322
4/14/2013,06JB001,4/14/2013,104,3,,-9.8,-27,-18.4,36.4,0,,,0,0,,<31,262.7026351,-5.51E-06,7.54E-05,0.116933701,-0.000116906,7.71E-05,-1.86E-09,268.8192094,1858144.929,-0.000122418,8.28E-05
4/15/2013,06JB001,4/15/2013,105,3,,-10.4,-23.4,-16.9,34.9,0,,,0,0,,<31,264.063343,-4.52E-06,7.44E-05,0.116806036,-0.00014531,0.000163008,-1.86E-09,268.8143388,1692382.88,-0.000149822,0.000165513
4/16/2013,06JB001,4/16/2013,106,3,,-13.7,-27.5,-20.6,38.6,0,,,0,0,28,37,260.7844895,-7.23E-06,7.38E-05,0.116628438,-0.000127178,0.000110365,-1.86E-09,268.6963585,2559916.414,-0.000134492,0.000112112
4/17/2013,06JB001,4/17/2013,107,3,,-16.2,-26.9,-21.6,39.6,0,,,0,0,30,35,257.2517259,-7.72E-06,7.30E-05,0.116315724,-9.51E-05,4.81E-05,-1.86E-09,268.4124736,2730808.784,-0.000102842,4.91E-05
4/18/2013,06JB001,4/18/2013,108,3,,-14.6,-26,-20.3,38.3,0,,,0,0,31,32,258.3434386,-3.62E-06,7.24E-05,0.116073913,-0.000108626,5.76E-05,-1.86E-09,268.2098106,2706654.189,-0.000112231,6.43E-05
4/19/2013,06JB001,4/19/2013,109,3,,-10.9,-24.7,-17.8,35.8,0,,,0,0,28,32,262.051229,-3.62E-06,7.17E-05,0.115817762,-6.75E-05,7.59E-06,-1.86E-09,268.0394878,3128474.989,-7.12E-05,9.59E-06
4/20/2013,06JB001,4/20/2013,110,3,,,-23.4,,,,,,,,,<31,261.3361487,-1.12E-06,7.09E-05,0.115608807,-6.30E-05,3.09E-05,-1.86E-09,268.0350657,2908205.92,-6.41E-05,3.29E-05
4/21/2013,06JB001,4/21/2013,111,3,,-8.1,-22.4,-15.3,33.3,0,,,,,,<31,264.7788236,-2.49E-06,7.02E-05,0.115269728,-0.000187915,0.000100391,-1.86E-09,268.1253197,2892184.231,-0.000190405,0.000104081
4/22/2013,06JB001,4/22/2013,112,3,,-9.1,-18,-13.6,31.6,0,,,,,,<31,265.9886019,-5.42E-06,6.93E-05,0.115017332,-0.000164894,0.000240225,-1.86E-09,268.3370245,3069145.322,-0.000170328,0.000242762
4/23/2013,06JB001,4/23/2013,113,3,,-13.7,-23.7,-18.7,36.7,0,,,0,0,34,37,263.8970493,-7.31E-06,6.86E-05,0.114819853,-0.000170949,0.000181617,-1.86E-09,268.321469,2924650.157,-0.000178385,0.000185777
4/24/2013,06JB001,4/24/2013,114,3,,-4.5,-24,-14.3,32.3,0,,,0,0,32,43,266.3932772,-3.19E-06,6.79E-05,0.115202993,-0.000123273,0.000671503,-1.86E-09,268.1140574,2426000.971,-0.000126535,0.000674132
4/25/2013,06JB001,4/25/2013,115,3,,-4.9,-15.3,-10.1,28.1,0,,,0.2,0.2,22,32,264.6407375,-3.23E-06,6.72E-05,0.115153672,-8.96E-05,2.34E-05,-1.86E-09,268.3784025,2699344.126,-9.28E-05,2.58E-05
4/26/2013,06JB001,4/26/2013,116,3,,-11.4,-26.2,-18.8,36.8,0,,,0.2,0.2,32,56,261.8664334,-7.75E-06,6.65E-05,0.115468984,-0.000190056,0.000574673,-1.86E-09,268.4976817,3215994.209,-0.000197773,0.000578852
4/27/2013,06JB001,4/27/2013,117,3,,-13,-27.5,-20.3,38.3,0,,,0.6,0.6,8,41,263.5977907,-5.67E-06,6.58E-05,0.115834017,-0.000155903,0.00077501,-1.86E-09,268.2722972,2299257.465,-0.000161459,0.000778682
4/28/2013,06JB001,4/28/2013,118,3,,-15.4,-23.3,-19.4,37.4,0,,,0,0,1,44,256.8874234,-1.01E-05,6.51E-05,0.117488977,-0.000197751,0.001059653,-1.86E-09,268.2124035,2371444.554,-0.00020785,0.001062537
4/29/2013,06JB001,4/29/2013,119,3,,-19,-26,-22.5,40.5,0,,,0.2,0.2,35,48,255.1477374,-6.84E-06,6.44E-05,0.117159801,-0.000128819,7.70E-06,-1.86E-09,267.7084551,3109191.889,-0.000135527,9.59E-06
4/30/2013,06JB001,4/30/2013,120,3,,-16.3,-27.9,-22.1,40.1,0,,,0,0,,<31,255.4620888,-3.60E-06,6.38E-05,0.116940056,-6.07E-05,1.45E-05,-1.86E-09,267.2621599,3341914.845,-6.42E-05,1.76E-05
5/1/2013,06JB001,5/1/2013,121,3,,-10.8,-30.8,-20.8,38.8,0,,,,,,<31,260.6980254,-1.59E-06,6.27E-05,0.116800978,-5.34E-05,5.65E-06,-1.86E-09,267.0714231,3649329.635,-5.50E-05,5.54E-06
5/2/2013,06JB001,5/2/2013,122,3,,-1.7,-16.3,-9,27,0,,,0,0,19,43,269.2206259,2.80E-06,6.20E-05,0.116472964,-0.000148417,1.78E-05,-1.86E-09,267.4300315,3581003.637,-0.000145614,1.78E-05
5/3/2013,06JB001,5/3/2013,123,3,,-6.3,-17.1,-11.7,29.7,0,,,0,0,19,32,265.4597572,-4.83E-07,6.14E-05,0.116483895,-0.000102726,3.15E-05,-1.86E-09,267.8845006,2824552.181,-0.000102993,3.20E-05
5/4/2013,06JB001,5/4/2013,124,3,,2.7,-10.5,-3.9,21.9,0,,,1.5,1.5,20,48,274.7935377,2.32E-06,8.68E-05,0.120866448,-6.31E-05,0.003475701,-1.86E-09,268.5498821,1462837.008,-6.11E-05,0.00474555
5/5/2013,06JB001,5/5/2013,125,3,,-10.5,-15.4,-13,31,0,,,0,0,7,43,261.6703935,-2.59E-05,6.00E-05,0.119771538,-0.000426423,0.000833923,-1.86E-09,268.8184812,1905204.003,-0.000452456,0.000835066
5/6/2013,06JB001,5/6/2013,126,3,,-4.4,-13.5,-9,27,0,,,0.4,0.4,,<31,266.3011074,-4.30E-06,5.93E-05,0.121625409,-0.000207246,0.001462285,-1.86E-09,268.6252885,1733586.061,-0.000211589,0.001466117
5/7/2013,06JB001,5/7/2013,127,3,,-12.6,-19.9,-16.3,34.3,0,,,0.2,0.2,34,50,259.988411,-1.35E-05,5.86E-05,0.121290221,-0.000291565,8.00E-05,-1.86E-09,268.6442193,2813438.701,-0.000305047,8.12E-05
5/8/2013,06JB001,5/8/2013,128,3,,-7.3,-21.9,-14.6,32.6,0,,,0,0,27,32,263.9105399,-6.37E-06,5.79E-05,0.12083748,-0.000257495,9.77E-05,-1.86E-09,268.3705009,2937334.388,-0.000263763,0.000100235
5/9/2013,06JB001,5/9/2013,129,3,,-0.8,-16.1,-8.5,26.5,0,,,0,0,,<31,268.3628445,-1.98E-06,5.72E-05,0.120526678,-8.59E-05,5.39E-05,-1.86E-09,268.4016777,3139277.948,-8.78E-05,5.71E-05
5/10/2013,06JB001,5/10/2013,130,3,,-7.5,-16,-11.8,29.8,0,,,0.2,0.2,34,41,264.7234362,-8.98E-06,5.65E-05,0.120256933,-0.000266209,0.00015562,-1.86E-09,268.7557794,3019052.531,-0.000275144,0.000161855
5/11/2013,06JB001,5/11/2013,131,3,,-0.4,-12.5,-6.5,24.5,0,,,0,0,25,35,270.5122133,-4.07E-06,5.58E-05,0.119956856,-0.000155584,0.00019182,-1.86E-09,268.890448,3461165.655,-0.000159653,0.000194315
5/12/2013,06JB001,5/12/2013,132,3,,-0.7,-15.7,-8.2,26.2,0,,,0,0,9,46,269.890149,-3.60E-06,5.52E-05,0.119640046,-0.000175043,1.30E-05,-1.86E-09,269.2454925,2870192.609,-0.000178672,1.62E-05
5/13/2013,06JB001,5/13/2013,133,3,,-5.9,-7.6,-6.8,24.8,0,,,1.3,1.3,8,63,268.3346738,-1.53E-05,5.48E-05,0.122695452,-0.000337116,0.003655781,-1.86E-09,269.6828266,1752071.909,-0.000352401,0.003663616
5/14/2013,06JB001,5/14/2013,134,3,,-3.9,-7.4,-5.7,23.7,0,,,0,0,3,41,267.9982044,-1.08E-05,5.41E-05,0.12374131,-0.000306812,0.000541412,-1.86E-09,269.6237982,2018701.907,-0.000317591,0.000547047
5/15/2013,06JB001,5/15/2013,135,3,,-0.4,-5.7,-3.1,21.1,0,,,0,0,10,32,270.7171626,-4.54E-06,5.38E-05,0.123462752,-0.000206371,0.000153934,-1.86E-09,269.7635499,2131857.59,-0.000210896,0.000156825
5/16/2013,06JB001,5/16/2013,136,3,,-1.1,-4.9,-3,21,0,,,0,0,,<31,270.6711671,-1.07E-05,5.31E-05,0.122999421,-0.000288787,7.64E-05,-1.86E-09,270.1171533,2474264.991,-0.000299529,8.05E-05
5/17/2013,06JB001,5/17/2013,137,3,,1.4,-8.6,-3.6,21.6,0,,,0,0,32,33,274.3610576,-4.30E-06,0.000754385,0.121789827,-0.000148931,1.40E-06,0.000710172,270.3868029,3447690.041,-0.000153237,0.001375998
5/18/2013,06JB001,5/18/2013,138,3,,1.2,-1.4,-0.1,18.1,0,,,0,0,13,33,274.7843866,-2.43E-06,0.001165286,0.110955889,-0.000115969,3.77E-06,0.003462534,270.5441358,4395441.001,-0.000118378,1.18E-05
5/19/2013,06JB001,5/19/2013,139,3,,8.3,-0.1,4.1,13.9,0,,,0,0,,<31,278.8134273,-8.33E-07,0.001775968,0.095946787,-6.28E-05,1.86E-09,0.007087415,270.6684058,5148692.917,-6.38E-05,8.29E-05
5/20/2013,06JB001,5/20/2013,140,3,,5.5,0.8,3.2,14.8,0,,,0,0,24,50,278.0053183,1.43E-06,0.001279461,0.075288095,1.15E-05,1.86E-09,0.009104847,270.7980897,5259019.43,1.30E-05,0.000423043
5/21/2013,06JB001,5/21/2013,141,3,,3.3,-0.1,1.6,16.4,0,,,,,,<31,275.0086218,-1.33E-06,0.000244632,0.058444031,-0.00026189,5.61E-06,0.0060174,270.9459913,3268409.033,-0.000263151,6.08E-05
5/22/2013,06JB001,5/22/2013,142,3,,3.3,-0.4,1.5,16.5,0,,,0.4,0.4,,<31,273.9433953,-1.51E-06,0.000133344,0.049648873,-0.000130157,0.00026123,0.002713043,271.0561097,2389383.633,-0.000131569,0.00029226
5/23/2013,06JB001,5/23/2013,143,3,,4,-1.7,1.2,16.8,0,,,,,,,273.5725239,-2.80E-06,0.000127939,0.044094634,-0.000244482,0.002021468,0.002629505,271.153362,3080788.851,-0.000247342,0.002164457
5/24/2013,06JB001,5/24/2013,144,3,,,,,,,,,0.2,0.2,,,275.1658659,-4.18E-06,0.000159873,0.03411358,-0.000311804,1.39E-05,0.003969946,271.235919,4162620.67,-0.000316514,1.66E-05
5/25/2013,06JB001,5/25/2013,145,3,,,,,,,,,,,,,283.1266129,4.81E-06,0.000241476,0.014076021,0.000170692,1.86E-09,0.008002265,278.3494487,6498887.549,-7.23E-05,9.39E-07
5/26/2013,06JB001,5/26/2013,146,3,,,-0.2,,,,,,,,,,278.4700172,3.35E-06,0.000100545,0.005911414,2.83E-05,1.86E-09,0.002811393,278.1092454,5893692.903,-0.000300227,1.91E-05
5/27/2013,06JB001,5/27/2013,147,3,,,,,,,,,0.2,0.2,,,275.761174,-3.09E-06,6.10E-05,0.003503838,-3.87E-05,8.38E-05,0.000748082,277.3827726,4783759.615,-0.000435061,0.000118304
5/28/2013,06JB001,5/28/2013,148,3,,,,,,,,,,,,,274.321555,-1.94E-06,5.45E-05,0.002482433,-1.63E-05,0.000165362,0.000329111,275.8761721,3346723.887,-0.000292225,0.000199212
5/29/2013,06JB001,5/29/2013,149,3,,,-0.1,,,,,,,,,,274.4863364,-4.95E-06,5.35E-05,0.002016919,-2.67E-05,0.000224902,0.00026489,276.5191536,3837917.282,-0.000386613,0.000233042
5/30/2013,06JB001,5/30/2013,150,3,,,0.2,,,,,,0.5,0.5,,,277.2149388,-6.46E-07,5.70E-05,0.001344498,-5.02E-06,0.000131024,0.000412796,278.4677271,4797154.347,-0.000427008,0.000314062
5/31/2013,06JB001,5/31/2013,151,3,,,,,,,,,0.9,0.9,,,283.119619,9.30E-07,5.53E-05,0.000429515,-3.35E-06,1.86E-09,0.00039547,284.4362618,8905633.209,-0.000976952,1.88E-06
6/1/2013,06JB001,6/1/2013,152,3,,,,,,,,,,,,,288.6839082,3.55E-06,5.26E-05,7.54E-05,4.76E-07,1.86E-09,0.000122548,287.2778344,10352208.37,-0.001312202,9.39E-07
6/2/2013,06JB001,6/2/2013,153,3,,,,,,,,,0.4,0.4,,,278.9142697,1.21E-05,6.50E-05,1.02E-05,4.20E-07,1.86E-09,1.76E-05,280.9500605,5576011.798,-0.000745857,0.001669905
