"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.02","64.39","INDIN RIVER","2202552","1999-01-01","1999","01","01","","-28.5","","-38.2","","-33.4","","51.4","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","1999-01-02","1999","01","02","","-33.5","","-40.6","","-37.1","","55.1","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","1999-01-03","1999","01","03","","-37.5","","-40.4","","-39.0","","57.0","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","1999-01-04","1999","01","04","","-37.0","","-40.2","","-38.6","","56.6","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","1999-01-05","1999","01","05","","-34.4","","-40.3","","-37.4","","55.4","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","1999-01-06","1999","01","06","","-27.7","","-38.1","","-32.9","","50.9","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","1999-01-07","1999","01","07","","-28.9","","-33.8","","-31.4","","49.4","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","1999-01-08","1999","01","08","","-30.0","","-37.4","","-33.7","","51.7","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","1999-01-09","1999","01","09","","-29.5","","-35.8","","-32.7","","50.7","","0.0","","","","","","","","","","","","",""
"-115.02","64.39","INDIN RIVER","2202552","1999-01-10","1999","01","10","","-35.3","","-42.5","","-38.9","","56.9","","0.0","","","","","","","","","","","","",""
